"item_id","pair_id","source_type","level","distractor_source_ids"
"hotpot-v42::5ae5415055429908b63265b7","5ae5415055429908b63265b7","bridge","hard","5abde4595542991f66106095;5abbcfaf5542993f40c73ba9;5a82e36255429940e5e1a93b"
"hotpot-v42::5a86ec9f55429960ec39b6d7","5a86ec9f55429960ec39b6d7","comparison","hard","5a8f077b554299458435d526;5ac0aa955542997d64295a49;5ae534bb5542990ba0bbb21d"
"hotpot-v42::5abb0b5c5542996cc5e49f79","5abb0b5c5542996cc5e49f79","bridge","hard","5a89d3e15542992e4fca83d4;5a7da8065542995f4f4022a7;5ae13c5155429920d5234336"
"hotpot-v42::5ae60d36554299546bf8303e","5ae60d36554299546bf8303e","bridge","hard","5a71674f5542994082a3e819;5ae35e8c5542990afbd1e120;5ae6914755429908198fa627"
"hotpot-v42::5ae74eeb5542991bbc9761e1","5ae74eeb5542991bbc9761e1","bridge","hard","5ac3090d5542990b17b154fc;5a812d0555429938b61422e1;5a74d92555429929fddd84fa"
"hotpot-v42::5a8aa1685542992d82986f32","5a8aa1685542992d82986f32","bridge","hard","5ae057fd55429945ae959328;5ab871725542990e739ec8f8;5abbfc2b554299642a094bc9"
"hotpot-v42::5a906a685542990a9849362e","5a906a685542990a9849362e","bridge","hard","5a835e215542992ef85e2296;5ab1d7ac554299449642c7e6;5a90b7f355429916514e752d"
"hotpot-v42::5ae81b895542997ec272770c","5ae81b895542997ec272770c","bridge","hard","5adf37a95542995ec70e8f97;5ac5630e5542993e66e823d5;5a7af4bb55429927d897bf1d"
"hotpot-v42::5abe84a95542991f6610619b","5abe84a95542991f6610619b","bridge","hard","5add7c9c5542990dbb2f7e60;5ae1b2b9554299422ee99684;5ab7c24e5542995dae37e998"
"hotpot-v42::5ae4cf975542990ba0bbb151","5ae4cf975542990ba0bbb151","bridge","hard","5add673e5542992ae4cec54d;5a83b4d35542996488c2e495;5ab627d555429953192ad27e"
"hotpot-v42::5ae10572554299422ee995cd","5ae10572554299422ee995cd","bridge","hard","5a8d8abf5542994ba4e3dca1;5ab7f1b65542991d322237d3;5ae7cb575542997ec27276ea"
"hotpot-v42::5ae4988655429970de88d9c1","5ae4988655429970de88d9c1","comparison","hard","5a721dfd55429971e9dc928b;5a898872554299669944a540;5a7cb94f554299683c1c6353"
